order_id,customer_id,product_id,size,color,season,purchase_amount_usd,review_rating,shipping_type,discount_applied,promo_code_used,payment_method
3095,3095,4,M,Gray,Summer,59,2.7,Store Pickup,No,No,Cash
3096,3096,45,S,Beige,Fall,53,3.4,Standard,No,No,Venmo
3097,3097,7,L,White,Winter,63,3.5,Next Day Air,No,No,Bank Transfer
3098,3098,11,M,Silver,Fall,33,3.7,Free Shipping,No,No,Bank Transfer
3099,3099,20,L,Cyan,Summer,64,3.3,Next Day Air,No,No,Bank Transfer
3100,3100,7,S,Maroon,Fall,98,2.9,Free Shipping,No,No,Bank Transfer
3101,3101,45,L,Purple,Winter,85,3.9,Express,No,No,Bank Transfer
3102,3102,27,S,Brown,Summer,82,2.7,Express,No,No,PayPal
3103,3103,25,M,Green,Summer,85,4.3,Standard,No,No,Cash
3104,3104,7,S,Peach,Winter,37,3,2-Day Shipping,No,No,Bank Transfer
3105,3105,20,S,Turquoise,Summer,56,5,2-Day Shipping,No,No,Debit Card
3106,3106,16,M,Olive,Fall,33,2.7,Express,No,No,Debit Card
3107,3107,4,M,Yellow,Winter,57,4.7,Next Day Air,No,No,PayPal
3108,3108,1,L,Gray,Winter,31,4.6,Standard,No,No,Credit Card
3109,3109,46,M,Purple,Fall,69,3.2,2-Day Shipping,No,No,PayPal
3110,3110,25,M,Gray,Winter,92,4.3,Free Shipping,No,No,Bank Transfer
3111,3111,10,L,Lavender,Fall,46,4.6,Next Day Air,No,No,Bank Transfer
3112,3112,60,XL,Indigo,Spring,81,4.9,Free Shipping,No,No,Debit Card
3113,3113,1,S,Green,Fall,97,3.8,Express,No,No,Venmo
3114,3114,7,L,Green,Summer,93,2.6,Express,No,No,Debit Card
3115,3115,10,M,Olive,Spring,56,4.7,Store Pickup,No,No,Venmo
3116,3116,42,M,Charcoal,Fall,53,4.1,Free Shipping,No,No,Bank Transfer
3117,3117,9,L,Gray,Spring,66,3.7,Store Pickup,No,No,Venmo
3118,3118,26,M,Olive,Fall,50,3,Free Shipping,No,No,PayPal
3119,3119,8,L,Blue,Summer,97,4.7,Standard,No,No,Debit Card
3120,3120,4,XL,Silver,Winter,79,4.7,2-Day Shipping,No,No,Credit Card
3121,3121,7,M,Magenta,Fall,76,4,Store Pickup,No,No,Debit Card
3122,3122,26,L,Black,Fall,38,2.6,Standard,No,No,Venmo
3123,3123,46,M,Pink,Fall,45,3,Express,No,No,Credit Card
3124,3124,10,XL,Red,Fall,77,3.3,Next Day Air,No,No,Venmo
3125,3125,27,M,Peach,Summer,51,3.4,Standard,No,No,Cash
3126,3126,9,L,Lavender,Spring,26,4,Standard,No,No,Cash
3127,3127,17,L,Lavender,Winter,76,2.6,Store Pickup,No,No,Bank Transfer
3128,3128,75,M,Beige,Winter,94,3.4,Free Shipping,No,No,Credit Card
3129,3129,25,S,Indigo,Fall,32,4.4,Standard,No,No,Cash
3130,3130,4,S,Cyan,Summer,20,4.7,Express,No,No,Venmo
3131,3131,20,M,Yellow,Summer,20,4.5,Store Pickup,No,No,Venmo
3132,3132,25,M,Peach,Fall,59,2.9,Store Pickup,No,No,Bank Transfer
3133,3133,2,M,Yellow,Summer,97,4.2,Express,No,No,Cash
3134,3134,35,M,Orange,Spring,68,4.1,Next Day Air,No,No,Cash
3135,3135,65,L,Gray,Spring,66,4.4,Store Pickup,No,No,Bank Transfer
3136,3136,11,L,Yellow,Spring,85,4.7,Free Shipping,No,No,Venmo
3137,3137,16,M,Gray,Fall,32,3.1,Next Day Air,No,No,Cash
3138,3138,9,M,Turquoise,Spring,44,2.7,2-Day Shipping,No,No,Bank Transfer
3139,3139,1,L,Gray,Fall,95,4.6,Next Day Air,No,No,Cash
3140,3140,17,M,Olive,Winter,85,4.4,Next Day Air,No,No,Venmo
3141,3141,75,XL,Peach,Summer,44,4.6,Free Shipping,No,No,Bank Transfer
3142,3142,17,S,Peach,Winter,30,4.9,Express,No,No,Credit Card
3143,3143,6,L,Magenta,Winter,21,4,2-Day Shipping,No,No,Venmo
3144,3144,26,M,Purple,Summer,22,2.9,Store Pickup,No,No,Cash
3145,3145,65,L,Beige,Spring,70,2.6,Free Shipping,No,No,Debit Card
3146,3146,10,XL,Purple,Spring,29,4.6,Standard,No,No,PayPal
3147,3147,7,S,Yellow,Winter,83,4.9,Free Shipping,No,No,PayPal
3148,3148,2,M,Pink,Winter,99,4.3,Express,No,No,Credit Card
3149,3149,8,L,Purple,Fall,35,4.3,Free Shipping,No,No,Venmo
3150,3150,60,M,Lavender,Winter,40,4.6,Free Shipping,No,No,Venmo
3151,3151,1,M,Peach,Spring,25,2.6,Express,No,No,Bank Transfer
3152,3152,35,L,Orange,Fall,64,3.1,2-Day Shipping,No,No,Bank Transfer
3153,3153,60,M,Red,Fall,90,3.1,Store Pickup,No,No,PayPal
3154,3154,46,L,Red,Fall,88,3.1,Next Day Air,No,No,Venmo
3155,3155,60,M,Gold,Winter,55,4.4,Standard,No,No,Cash
3156,3156,10,M,Brown,Fall,90,4.3,Free Shipping,No,No,Cash
3157,3157,7,M,Black,Winter,50,3.1,2-Day Shipping,No,No,Cash
3158,3158,60,L,Red,Fall,34,3.1,Store Pickup,No,No,Debit Card
3159,3159,27,M,Gray,Winter,77,4.9,2-Day Shipping,No,No,Credit Card
3160,3160,45,L,Pink,Winter,89,2.9,Store Pickup,No,No,Bank Transfer
3161,3161,57,XL,Turquoise,Fall,87,3.8,Next Day Air,No,No,Cash
3162,3162,14,S,Charcoal,Winter,77,4.2,2-Day Shipping,No,No,Cash
3163,3163,11,L,Blue,Winter,85,3.9,Standard,No,No,Bank Transfer
3164,3164,20,XL,Turquoise,Summer,66,2.8,Express,No,No,Cash
3165,3165,14,L,Silver,Winter,32,2.6,Standard,No,No,Credit Card
3166,3166,25,M,Lavender,Spring,92,3,Store Pickup,No,No,Bank Transfer
3167,3167,7,M,Gold,Winter,80,2.7,Next Day Air,No,No,Bank Transfer
3168,3168,14,M,Blue,Fall,78,2.8,2-Day Shipping,No,No,Cash
3169,3169,3,M,Orange,Spring,24,2.9,2-Day Shipping,No,No,PayPal
3170,3170,35,M,White,Fall,59,3.8,Free Shipping,No,No,Venmo
3171,3171,17,XL,Charcoal,Spring,41,4.4,Express,No,No,Credit Card
3172,3172,27,M,Maroon,Spring,26,3.1,Express,No,No,Bank Transfer
3173,3173,46,M,Olive,Fall,52,3.7,Standard,No,No,Debit Card
3174,3174,16,L,Teal,Summer,46,4.9,Next Day Air,No,No,PayPal
3175,3175,20,L,Orange,Winter,52,3.8,Store Pickup,No,No,PayPal
3176,3176,46,M,Maroon,Fall,42,3.4,Store Pickup,No,No,Debit Card
3177,3177,4,XL,Turquoise,Spring,37,4.6,2-Day Shipping,No,No,Credit Card
3178,3178,60,L,Beige,Fall,52,3.2,Standard,No,No,Credit Card
3179,3179,4,L,Beige,Spring,34,2.7,Free Shipping,No,No,Credit Card
3180,3180,8,M,Olive,Spring,88,4.3,Free Shipping,No,No,Debit Card
3181,3181,10,L,Turquoise,Fall,88,3.8,Standard,No,No,PayPal
3182,3182,25,M,Charcoal,Summer,51,4.4,Free Shipping,No,No,PayPal
3183,3183,17,L,Green,Fall,97,3.6,Free Shipping,No,No,Credit Card
3184,3184,6,M,Green,Winter,56,3.5,Standard,No,No,Cash
3185,3185,2,L,Green,Spring,53,4.2,2-Day Shipping,No,No,Venmo
3186,3186,16,L,Gold,Fall,71,4.7,Express,No,No,PayPal
3187,3187,27,S,Cyan,Winter,93,4.8,Store Pickup,No,No,Venmo
3188,3188,1,L,Indigo,Winter,72,3.2,Free Shipping,No,No,Debit Card
3189,3189,1,M,Lavender,Winter,59,3.5,Standard,No,No,Bank Transfer
3190,3190,65,M,Beige,Summer,87,4.2,Store Pickup,No,No,PayPal
3191,3191,3,S,Purple,Fall,78,3.4,Free Shipping,No,No,Credit Card
3192,3192,26,XL,Maroon,Winter,68,4.7,Store Pickup,No,No,Credit Card
3193,3193,2,S,Maroon,Fall,76,3,Free Shipping,No,No,Cash
3194,3194,75,L,Teal,Winter,99,4,Express,No,No,Credit Card
3195,3195,6,L,Gold,Summer,52,4.6,Standard,No,No,Credit Card
3196,3196,17,S,Red,Spring,58,4.9,Next Day Air,No,No,Credit Card
3197,3197,60,L,Maroon,Winter,59,2.8,Express,No,No,Debit Card
3198,3198,2,M,Teal,Spring,71,3.2,Free Shipping,No,No,Credit Card
3199,3199,75,L,Peach,Winter,94,2.8,Free Shipping,No,No,Debit Card
3200,3200,10,XL,Pink,Winter,40,4.2,Express,No,No,PayPal
3201,3201,46,L,Black,Spring,24,4.8,Free Shipping,No,No,Credit Card
3202,3202,20,S,Indigo,Fall,38,2.8,2-Day Shipping,No,No,Cash
3203,3203,42,L,Green,Fall,37,4.5,Standard,No,No,Venmo
3204,3204,9,L,Teal,Spring,29,4.1,Express,No,No,Venmo
3205,3205,25,XL,Lavender,Fall,92,4.3,Free Shipping,No,No,Debit Card
3206,3206,26,XL,Magenta,Fall,24,4.4,2-Day Shipping,No,No,Bank Transfer
3207,3207,65,M,Brown,Winter,52,3,Free Shipping,No,No,PayPal
3208,3208,46,XL,Beige,Summer,29,2.7,Next Day Air,No,No,PayPal
3209,3209,27,L,Indigo,Winter,30,3.3,2-Day Shipping,No,No,PayPal
3210,3210,11,L,Peach,Fall,31,4.3,Standard,No,No,Debit Card
3211,3211,46,M,Magenta,Summer,67,2.9,Express,No,No,Venmo
3212,3212,20,L,Turquoise,Winter,65,4.9,Standard,No,No,Cash
3213,3213,6,M,Indigo,Winter,22,3.6,2-Day Shipping,No,No,Debit Card
3214,3214,17,M,Brown,Winter,56,3.3,Standard,No,No,Credit Card
3215,3215,16,M,Yellow,Spring,78,3.1,Free Shipping,No,No,Debit Card
3216,3216,9,M,Magenta,Summer,90,2.7,Free Shipping,No,No,PayPal
3217,3217,26,S,Olive,Winter,85,3.4,Next Day Air,No,No,Cash
3218,3218,17,M,Silver,Fall,58,3.4,Express,No,No,Venmo
3219,3219,16,M,Teal,Fall,34,3.9,Express,No,No,PayPal
3220,3220,9,L,White,Summer,40,3.5,2-Day Shipping,No,No,Credit Card
3221,3221,10,M,Blue,Fall,29,4.1,Free Shipping,No,No,Cash
3222,3222,35,M,Yellow,Winter,76,3.2,Standard,No,No,Cash
3223,3223,17,S,Maroon,Fall,84,4.6,Store Pickup,No,No,PayPal
3224,3224,7,S,Gray,Spring,65,3.9,Standard,No,No,Venmo
3225,3225,26,L,Indigo,Winter,80,2.7,Free Shipping,No,No,PayPal
3226,3226,1,M,Pink,Fall,98,3,Store Pickup,No,No,Credit Card
3227,3227,6,XL,Beige,Spring,71,3.3,Next Day Air,No,No,Bank Transfer
3228,3228,42,XL,White,Fall,69,2.7,Free Shipping,No,No,Debit Card
3229,3229,27,M,Yellow,Spring,95,4.6,2-Day Shipping,No,No,PayPal
3230,3230,20,M,Teal,Fall,67,2.7,Express,No,No,Cash
3231,3231,6,M,Olive,Summer,49,2.5,Next Day Air,No,No,Debit Card
3232,3232,11,M,Maroon,Winter,97,4.4,Free Shipping,No,No,Credit Card
3233,3233,35,M,White,Spring,34,4,Next Day Air,No,No,Bank Transfer
3234,3234,60,M,Lavender,Fall,74,3.8,Express,No,No,Debit Card
3235,3235,27,M,Black,Winter,96,2.5,2-Day Shipping,No,No,Debit Card
3236,3236,60,M,Green,Summer,68,4,Free Shipping,No,No,Venmo
3237,3237,60,L,Olive,Fall,84,4.1,Next Day Air,No,No,Cash
3238,3238,35,M,Gray,Summer,57,2.8,Express,No,No,Cash
3239,3239,6,XL,Teal,Fall,84,3.4,2-Day Shipping,No,No,Cash
3240,3240,17,M,Charcoal,Fall,32,2.7,2-Day Shipping,No,No,Cash
3241,3241,4,M,Violet,Fall,37,3.8,2-Day Shipping,No,No,Bank Transfer
3242,3242,10,M,Lavender,Summer,58,4.4,Store Pickup,No,No,PayPal
3243,3243,46,S,Beige,Fall,74,2.8,Express,No,No,Venmo
3244,3244,26,L,Black,Summer,99,5,Store Pickup,No,No,Bank Transfer
3245,3245,2,M,Black,Fall,81,4.7,Express,No,No,Credit Card
3246,3246,20,M,Purple,Fall,76,3.2,Next Day Air,No,No,Cash
3247,3247,6,M,Magenta,Summer,98,2.9,Store Pickup,No,No,Cash
3248,3248,75,M,Teal,Summer,91,3.7,Express,No,No,PayPal
3249,3249,35,S,Teal,Summer,79,4.2,Free Shipping,No,No,Bank Transfer
3250,3250,57,M,Pink,Summer,83,3.4,Express,No,No,Credit Card
3251,3251,9,M,Teal,Spring,90,2.9,2-Day Shipping,No,No,Venmo
3252,3252,9,M,Gold,Winter,20,3.7,Standard,No,No,Venmo
3253,3253,4,L,Brown,Spring,21,2.7,Store Pickup,No,No,Credit Card
3254,3254,57,M,Brown,Fall,60,3.2,2-Day Shipping,No,No,Venmo
3255,3255,2,S,Magenta,Winter,31,4.9,Store Pickup,No,No,Bank Transfer
3256,3256,8,M,Black,Fall,40,2.8,Next Day Air,No,No,Bank Transfer
3257,3257,17,L,Teal,Winter,26,4.7,Free Shipping,No,No,Venmo
3258,3258,7,M,Brown,Fall,98,3.3,Express,No,No,Venmo
3259,3259,11,M,Magenta,Spring,51,4.3,Express,No,No,Credit Card
3260,3260,45,XL,Indigo,Fall,95,3.7,2-Day Shipping,No,No,Debit Card
3261,3261,42,M,Violet,Summer,36,4.5,2-Day Shipping,No,No,Credit Card
3262,3262,60,L,Cyan,Winter,52,3.4,Store Pickup,No,No,Debit Card
3263,3263,35,M,Violet,Spring,35,2.7,Standard,No,No,Cash
3264,3264,8,S,Black,Fall,68,4.4,Express,No,No,Debit Card
3265,3265,20,S,Charcoal,Winter,50,4,Express,No,No,Cash
3266,3266,17,M,White,Winter,100,3.2,Express,No,No,Credit Card
3267,3267,9,S,Gray,Winter,74,4.2,Next Day Air,No,No,Bank Transfer
3268,3268,26,L,Pink,Winter,45,3,Store Pickup,No,No,Credit Card
3269,3269,14,M,Cyan,Fall,97,2.8,Free Shipping,No,No,Bank Transfer
3270,3270,1,M,Blue,Winter,60,4.9,Express,No,No,Cash
3271,3271,46,M,Indigo,Winter,25,4.7,Express,No,No,PayPal
3272,3272,46,XL,Magenta,Spring,55,4.4,Standard,No,No,Credit Card
3273,3273,11,M,Lavender,Winter,99,3.1,Next Day Air,No,No,PayPal
3274,3274,60,S,Orange,Summer,45,2.6,Free Shipping,No,No,PayPal
3275,3275,2,M,Cyan,Spring,20,3.9,Store Pickup,No,No,Cash
3276,3276,20,XL,Green,Summer,88,2.6,2-Day Shipping,No,No,Debit Card
3277,3277,42,M,White,Summer,99,4,Store Pickup,No,No,PayPal
3278,3278,16,M,Blue,Spring,86,4.9,Store Pickup,No,No,Credit Card
3279,3279,14,M,Black,Summer,70,3.3,2-Day Shipping,No,No,Bank Transfer
3280,3280,45,S,Red,Fall,50,3,Express,No,No,Debit Card
3281,3281,10,L,Red,Winter,57,2.7,Next Day Air,No,No,PayPal
3282,3282,20,L,Gold,Winter,69,3.1,Free Shipping,No,No,Bank Transfer
3283,3283,35,M,Red,Fall,94,4.8,Next Day Air,No,No,Credit Card
3284,3284,25,L,Purple,Spring,24,2.9,Express,No,No,Debit Card
3285,3285,42,L,White,Spring,79,4.5,2-Day Shipping,No,No,Venmo
3286,3286,45,XL,Magenta,Fall,31,4.6,Free Shipping,No,No,Cash
3287,3287,25,L,Pink,Winter,67,5,Express,No,No,Venmo
3288,3288,16,L,Black,Spring,63,4.3,2-Day Shipping,No,No,Credit Card
3289,3289,10,XL,White,Spring,61,4.9,Next Day Air,No,No,Credit Card
3290,3290,57,M,Maroon,Summer,50,4,2-Day Shipping,No,No,Venmo
3291,3291,9,L,Black,Spring,82,3.1,Free Shipping,No,No,PayPal
3292,3292,60,L,Olive,Fall,51,2.6,2-Day Shipping,No,No,Cash
3293,3293,10,L,Gray,Spring,23,4.9,Standard,No,No,Bank Transfer
3294,3294,9,M,Gold,Spring,91,3.5,2-Day Shipping,No,No,Credit Card
3295,3295,2,S,Magenta,Spring,60,4.5,Store Pickup,No,No,Bank Transfer
3296,3296,1,S,Lavender,Summer,34,2.8,Next Day Air,No,No,Cash
3297,3297,1,M,Green,Spring,23,4.2,Next Day Air,No,No,Venmo
3298,3298,60,M,Violet,Fall,82,4.1,Free Shipping,No,No,PayPal
3299,3299,25,M,Brown,Fall,73,3.5,Express,No,No,Bank Transfer
3300,3300,8,L,Teal,Spring,32,4,2-Day Shipping,No,No,Venmo
3301,3301,45,M,Charcoal,Spring,80,4,Express,No,No,Bank Transfer
3302,3302,20,XL,Charcoal,Summer,58,2.5,Free Shipping,No,No,Credit Card
3303,3303,1,XL,Beige,Winter,82,4.2,Standard,No,No,Venmo
3304,3304,60,S,Turquoise,Summer,60,3.4,Next Day Air,No,No,Credit Card
3305,3305,10,XL,Orange,Fall,79,4.8,Next Day Air,No,No,Bank Transfer
3306,3306,26,L,Cyan,Summer,41,4.9,Standard,No,No,PayPal
3307,3307,25,L,Orange,Summer,39,3.6,Store Pickup,No,No,Venmo
3308,3308,42,S,Green,Winter,36,4,Store Pickup,No,No,Cash
3309,3309,3,M,Pink,Fall,70,2.6,Express,No,No,Cash
3310,3310,10,M,Blue,Summer,47,3.1,Store Pickup,No,No,PayPal
3311,3311,25,M,Pink,Winter,27,3.6,Free Shipping,No,No,PayPal
3312,3312,45,L,Blue,Summer,52,4,Express,No,No,Bank Transfer
3313,3313,6,L,Black,Summer,75,3.9,Next Day Air,No,No,Cash
3314,3314,45,XL,Black,Fall,30,3.9,Express,No,No,Credit Card
3315,3315,46,M,Violet,Spring,94,3.3,Standard,No,No,Credit Card
3316,3316,42,S,Gold,Summer,68,2.9,Standard,No,No,PayPal
3317,3317,46,M,Olive,Summer,45,3.1,Free Shipping,No,No,Debit Card
3318,3318,45,XL,Pink,Summer,67,4.7,Standard,No,No,Cash
3319,3319,25,M,Olive,Summer,46,3.9,Free Shipping,No,No,PayPal
3320,3320,8,M,Indigo,Summer,31,4.3,Next Day Air,No,No,Credit Card
3321,3321,1,XL,Silver,Fall,44,4.2,2-Day Shipping,No,No,Cash
3322,3322,9,S,Charcoal,Winter,100,4.3,Next Day Air,No,No,Venmo
3323,3323,2,XL,Orange,Winter,92,4.6,Next Day Air,No,No,PayPal
3324,3324,10,M,Yellow,Winter,78,3.8,Free Shipping,No,No,Credit Card
3325,3325,35,S,Red,Fall,32,3.3,Standard,No,No,Venmo
3326,3326,4,M,Maroon,Fall,97,3.7,2-Day Shipping,No,No,Venmo
3327,3327,75,M,Magenta,Summer,95,4.3,Standard,No,No,Debit Card
3328,3328,8,M,Black,Spring,64,4.1,Express,No,No,Debit Card
3329,3329,4,M,Violet,Spring,35,3.2,Free Shipping,No,No,Cash
3330,3330,57,M,Gray,Winter,54,3.8,Express,No,No,Debit Card
3331,3331,6,M,Black,Spring,96,3.2,2-Day Shipping,No,No,Bank Transfer
3332,3332,17,M,Pink,Summer,58,3.5,Free Shipping,No,No,PayPal
3333,3333,35,M,Silver,Summer,23,3.1,2-Day Shipping,No,No,PayPal
3334,3334,3,M,Violet,Spring,35,4.2,Express,No,No,PayPal
3335,3335,7,M,Beige,Summer,23,3.4,Free Shipping,No,No,Credit Card
3336,3336,45,XL,Cyan,Winter,94,3.5,Express,No,No,Bank Transfer
3337,3337,1,M,Brown,Fall,45,4,Free Shipping,No,No,Debit Card
3338,3338,25,L,Blue,Winter,23,4.4,2-Day Shipping,No,No,Bank Transfer
3339,3339,16,L,White,Winter,94,2.9,2-Day Shipping,No,No,Credit Card
3340,3340,75,M,Cyan,Fall,99,3.6,Store Pickup,No,No,Cash
3341,3341,35,XL,Maroon,Fall,36,4.4,Free Shipping,No,No,Credit Card
3342,3342,25,XL,Olive,Summer,50,4.5,Standard,No,No,Credit Card
3343,3343,25,M,Violet,Spring,81,3.8,Free Shipping,No,No,Credit Card
3344,3344,8,XL,Green,Winter,31,3.6,2-Day Shipping,No,No,Cash
3345,3345,45,XL,Magenta,Fall,48,4.3,Free Shipping,No,No,Cash
3346,3346,10,M,Turquoise,Summer,91,4,2-Day Shipping,No,No,Venmo
3347,3347,3,M,Black,Summer,99,3.4,Express,No,No,Venmo
3348,3348,11,XL,Cyan,Summer,70,4.4,Standard,No,No,PayPal
3349,3349,35,L,Gray,Winter,74,2.8,Standard,No,No,Cash
3350,3350,27,M,Red,Fall,79,2.8,Store Pickup,No,No,PayPal
3351,3351,10,S,Olive,Fall,33,4.9,2-Day Shipping,No,No,Cash
3352,3352,7,L,Cyan,Spring,49,4.2,2-Day Shipping,No,No,Bank Transfer
3353,3353,60,M,Teal,Summer,96,2.9,Next Day Air,No,No,Bank Transfer
3354,3354,14,L,Teal,Fall,66,4.6,Free Shipping,No,No,Credit Card
3355,3355,16,M,Orange,Fall,45,2.8,Next Day Air,No,No,PayPal
3356,3356,1,M,Peach,Spring,28,2.6,Store Pickup,No,No,Bank Transfer
3357,3357,3,M,Silver,Summer,48,3.5,Store Pickup,No,No,PayPal
3358,3358,26,M,Pink,Winter,67,3.5,Free Shipping,No,No,Credit Card
3359,3359,35,M,Magenta,Fall,59,3.4,2-Day Shipping,No,No,Cash
3360,3360,17,L,Red,Fall,74,3.9,Next Day Air,No,No,Debit Card
3361,3361,25,M,Maroon,Spring,81,3.3,2-Day Shipping,No,No,Cash
3362,3362,11,M,Silver,Spring,26,4.1,Free Shipping,No,No,Credit Card
3363,3363,10,M,Gray,Summer,61,3,Next Day Air,No,No,Venmo
3364,3364,2,M,Turquoise,Winter,23,3,Next Day Air,No,No,Bank Transfer
3365,3365,42,M,Peach,Fall,33,3.2,Standard,No,No,Credit Card
3366,3366,16,L,Teal,Fall,58,3.9,Express,No,No,Credit Card
3367,3367,75,M,Red,Spring,65,3.6,2-Day Shipping,No,No,Debit Card
3368,3368,35,M,Blue,Summer,48,3.1,Store Pickup,No,No,Venmo
3369,3369,4,M,Blue,Spring,25,4.8,Express,No,No,Bank Transfer
3370,3370,2,M,Indigo,Winter,51,3.8,2-Day Shipping,No,No,Cash
3371,3371,60,M,Charcoal,Summer,31,2.8,Store Pickup,No,No,Cash
3372,3372,26,S,Turquoise,Winter,99,4,Next Day Air,No,No,PayPal
3373,3373,46,M,Maroon,Winter,25,4.6,Free Shipping,No,No,Credit Card
3374,3374,4,M,Purple,Spring,52,3.5,Store Pickup,No,No,Debit Card
3375,3375,1,S,Lavender,Spring,47,3.7,2-Day Shipping,No,No,Debit Card
3376,3376,65,XL,Yellow,Fall,98,4.9,Express,No,No,Credit Card
3377,3377,45,M,Green,Winter,46,4.1,Store Pickup,No,No,Cash
3378,3378,7,M,Yellow,Winter,32,4.6,Next Day Air,No,No,PayPal
3379,3379,8,L,Gold,Fall,75,4.5,Next Day Air,No,No,Cash
3380,3380,10,L,Turquoise,Summer,51,5,Store Pickup,No,No,Cash
3381,3381,14,L,Blue,Summer,52,3.8,Standard,No,No,PayPal
3382,3382,45,L,Turquoise,Winter,66,4.7,Standard,No,No,Credit Card
3383,3383,2,M,Maroon,Spring,35,2.8,Express,No,No,Bank Transfer
3384,3384,9,M,Pink,Fall,43,2.6,Next Day Air,No,No,Venmo
3385,3385,26,L,Maroon,Summer,24,3.8,Free Shipping,No,No,Venmo
3386,3386,27,M,Olive,Winter,83,2.8,Standard,No,No,Credit Card
3387,3387,35,M,Lavender,Fall,62,2.6,2-Day Shipping,No,No,Cash
3388,3388,20,S,Pink,Spring,78,3.4,2-Day Shipping,No,No,Credit Card
3389,3389,2,M,Cyan,Spring,61,4.5,Store Pickup,No,No,Credit Card
3390,3390,20,L,Maroon,Fall,57,3.8,Free Shipping,No,No,Venmo
3391,3391,46,S,Red,Summer,70,3,Next Day Air,No,No,PayPal
3392,3392,26,M,Silver,Fall,57,3.7,2-Day Shipping,No,No,Debit Card
3393,3393,42,XL,Blue,Winter,74,4.4,Free Shipping,No,No,Venmo
3394,3394,14,M,Gold,Fall,90,3.1,Next Day Air,No,No,Debit Card
3395,3395,4,S,Yellow,Spring,98,4.2,Store Pickup,No,No,PayPal
3396,3396,14,M,Silver,Winter,43,3.1,Free Shipping,No,No,Debit Card
3397,3397,20,XL,Black,Winter,37,5,Next Day Air,No,No,PayPal
3398,3398,1,L,Yellow,Summer,38,2.7,Standard,No,No,Bank Transfer
3399,3399,3,L,Pink,Winter,60,3.8,Standard,No,No,Cash
3400,3400,20,XL,Yellow,Winter,55,3.3,Standard,No,No,Debit Card
3401,3401,17,M,Lavender,Fall,51,4.8,Free Shipping,No,No,Venmo
3402,3402,57,L,Peach,Winter,71,3.4,Standard,No,No,Credit Card
3403,3403,26,M,Black,Spring,61,4.4,2-Day Shipping,No,No,PayPal
3404,3404,65,M,Olive,Summer,65,3.9,Standard,No,No,Cash
3405,3405,75,L,Olive,Fall,34,3.9,2-Day Shipping,No,No,Credit Card
3406,3406,1,M,White,Summer,87,4.2,Store Pickup,No,No,Bank Transfer
3407,3407,2,M,Red,Spring,79,4,Store Pickup,No,No,Venmo
3408,3408,14,S,Purple,Spring,46,2.6,Store Pickup,No,No,Cash
3409,3409,46,L,Purple,Summer,72,4.4,Standard,No,No,Bank Transfer
3410,3410,7,M,Teal,Summer,93,3.2,Next Day Air,No,No,Credit Card
3411,3411,4,L,Teal,Summer,76,4.3,Free Shipping,No,No,Bank Transfer
3412,3412,11,L,Gray,Winter,56,4.9,2-Day Shipping,No,No,Cash
3413,3413,4,M,Magenta,Fall,83,3.8,Store Pickup,No,No,Venmo
3414,3414,75,XL,Black,Winter,90,2.5,Express,No,No,PayPal
3415,3415,65,M,Maroon,Spring,94,4.9,Next Day Air,No,No,Bank Transfer
3416,3416,1,M,Gold,Fall,68,3,2-Day Shipping,No,No,Bank Transfer
3417,3417,4,M,Purple,Spring,53,3.2,Store Pickup,No,No,Bank Transfer
3418,3418,9,M,Blue,Summer,35,2.9,2-Day Shipping,No,No,Debit Card
3419,3419,25,M,Beige,Summer,30,2.8,Free Shipping,No,No,Debit Card
3420,3420,27,L,Indigo,Winter,26,3.1,Store Pickup,No,No,Venmo
3421,3421,45,M,Purple,Winter,60,3.4,Express,No,No,PayPal
3422,3422,11,M,Maroon,Summer,30,2.9,Free Shipping,No,No,PayPal
3423,3423,9,L,Beige,Winter,91,3.2,Next Day Air,No,No,Venmo
3424,3424,65,M,Brown,Spring,71,3.8,Next Day Air,No,No,PayPal
3425,3425,42,L,Green,Summer,64,3.6,2-Day Shipping,No,No,Credit Card
3426,3426,45,M,Blue,Summer,54,4.3,Next Day Air,No,No,Debit Card
3427,3427,46,XL,Magenta,Fall,35,4.8,2-Day Shipping,No,No,Credit Card
3428,3428,35,XL,Turquoise,Winter,38,2.5,Store Pickup,No,No,Cash
3429,3429,27,M,Gray,Fall,69,2.5,Next Day Air,No,No,Venmo
3430,3430,16,S,Purple,Winter,96,4.6,Express,No,No,Debit Card
3431,3431,46,M,Lavender,Winter,73,4.2,Next Day Air,No,No,Bank Transfer
3432,3432,60,S,Green,Summer,49,4.2,Express,No,No,Venmo
3433,3433,65,M,Gray,Summer,44,4.8,2-Day Shipping,No,No,PayPal
3434,3434,46,M,Yellow,Spring,93,4.5,Free Shipping,No,No,PayPal
3435,3435,20,S,Orange,Summer,72,3.3,2-Day Shipping,No,No,Venmo
3436,3436,46,M,Beige,Summer,91,2.7,2-Day Shipping,No,No,Debit Card
3437,3437,60,L,Peach,Winter,83,2.8,2-Day Shipping,No,No,Bank Transfer
3438,3438,25,S,Green,Winter,62,3.5,2-Day Shipping,No,No,PayPal
3439,3439,7,M,Violet,Fall,71,3,Store Pickup,No,No,Credit Card
3440,3440,75,M,Gray,Summer,93,4.5,Express,No,No,Venmo
3441,3441,10,L,Magenta,Fall,63,4.3,2-Day Shipping,No,No,PayPal
3442,3442,2,XL,Charcoal,Fall,96,4.1,Standard,No,No,Credit Card
